Generation mix (MW)

Hour,Wind,Nuclear,Coal,Combined cycle,Int. exchanges,Solar PV,Solar thermal,Thermal renewable,Diesel engines,Gas turbine,Vapor turbine,Auxiliary generation,Cogeneration and waste,Exportation Andorra,Exportation Morocco,Exportation Portugal,Exportation France,Importation France,Importation Portugal,Importation Morocco,Importation Andorra,Hydro
"2020-05-01 21:00","10610","3767","0","2928","-2307","56","548","499","223","26","233","0","2570","0","0","0","0","0","0","0","0","0"
"2020-05-01 21:05","11097","3765","0","2776","-2336","38","519","537","227","28","237","0","2544","0","0","0","0","0","0","0","0","0"
"2020-05-01 21:10","11104","3765","0","2469","-1783","22","494","537","227","27","246","0","2544","0","0","0","0","0","0","0","0","0"
"2020-05-01 21:15","11268","3764","0","2284","-1841","19","476","537","229","27","249","0","2544","0","0","0","0","0","0","0","0","0"
"2020-05-01 21:20","11314","3766","0","2352","-1960","15","464","537","230","28","246","0","2543","0","0","0","0","0","0","0","0","0"
"2020-05-01 21:25","11336","3767","0","2338","-1799","17","460","537","228","27","243","0","2543","0","0","0","0","0","0","0","0","0"
"2020-05-01 21:30","11183","3765","0","2375","-1897","14","456","537","231","34","242","0","2543","0","0","0","0","0","0","0","0","0"
"2020-05-01 21:35","11088","3764","0","2428","-1728","14","448","537","233","34","242","0","2544","0","0","0","0","0","0","0","0","0"
"2020-05-01 21:40","11030","3765","0","2554","-1901","14","442","537","236","34","241","0","2544","0","0","0","0","0","0","0","0","0"
"2020-05-01 21:45","10898","3768","0","2588","-2026","14","418","537","238","34","242","0","2544","0","0","0","0","0","0","0","0","0"
"2020-05-01 21:50","10869","3768","0","2647","-2035","14","401","537","242","35","242","0","2544","0","0","0","0","0","0","0","0","0"
"2020-05-01 21:55","10800","3764","0","2655","-1998","14","399","537","236","41","242","0","2543","0","0","0","0","0","0","0","0","0"
"2020-05-01 22:00","10700","3764","0","2713","-2221","14","397","537","233","43","245","0","2541","0","0","0","0","0","0","0","0","0"
"2020-05-01 22:05","10601","3760","0","2950","-2531","10","397","537","230","45","247","0","2560","0","0","0","0","0","0","0","0","0"
"2020-05-01 22:10","10542","3765","0","2934","-2729","10","397","537","231","44","250","0","2560","0","0","0","0","0","0","0","0","0"
"2020-05-01 22:15","10555","3762","0","2804","-2731","10","396","537","234","43","252","0","2561","0","0","0","0","0","0","0","0","0"
"2020-05-01 22:20","10519","3768","0","2682","-2655","10","395","537","232","45","253","0","2563","0","0","0","0","0","0","0","0","0"
"2020-05-01 22:25","10479","3765","0","2669","-2700","10","396","537","230","44","254","0","2564","0","0","0","0","0","0","0","0","0"
"2020-05-01 22:30","10397","3764","0","2598","-2824","10","397","537","229","44","254","0","2564","0","0","0","0","0","0","0","0","0"
"2020-05-01 22:35","10479","3763","0","2562","-2760","11","396","537","229","42","254","0","2565","0","0","0","0","0","0","0","0","0"
"2020-05-01 22:40","10458","3763","0","2518","-2723","10","395","537","224","43","257","0","2564","0","0","0","0","0","0","0","0","0"
"2020-05-01 22:45","10478","3764","0","2494","-2870","11","396","537","222","44","261","0","2564","0","0","0","0","0","0","0","0","0"
"2020-05-01 22:50","10508","3763","0","2430","-2569","9","395","537","220","43","262","0","2563","0","0","0","0","0","0","0","0","0"
"2020-05-01 22:55","10486","3765","0","2387","-2544","9","395","537","220","43","260","0","2564","0","0","0","0","0","0","0","0","0"
"2020-05-01 23:00","10475","3768","0","2419","-3030","9","395","537","218","43","259","0","2563","0","0","0","0","0","0","0","0","0"
"2020-05-01 23:05","10388","3761","0","2615","-3245","9","394","518","212","34","256","0","2543","0","0","0","0","0","0","0","0","0"
"2020-05-01 23:10","10304","3766","0","2665","-3445","9","394","518","206","34","253","0","2544","0","0","0","0","0","0","0","0","0"
"2020-05-01 23:15","10187","3763","0","2676","-3436","9","394","518","199","32","250","0","2545","0","0","0","0","0","0","0","0","0"
"2020-05-01 23:20","10154","3769","0","2636","-3456","10","393","518","195","35","248","0","2545","0","0","0","0","0","0","0","0","0"
"2020-05-01 23:25","10129","3767","0","2615","-3410","10","387","518","196","33","247","0","2546","0","0","0","0","0","0","0","0","0"
"2020-05-01 23:30","10102","3768","0","2664","-3321","10","369","518","194","32","251","0","2547","0","0","0","0","0","0","0","0","0"
"2020-05-01 23:35","10016","3765","0","2869","-3753","10","362","518","195","28","254","0","2546","0","0","0","0","0","0","0","0","0"
"2020-05-01 23:40","10046","3764","0","2895","-3669","10","358","518","199","25","253","0","2545","0","0","0","0","0","0","0","0","0"
"2020-05-01 23:45","10028","3766","0","2926","-3471","9","344","518","197","26","246","0","2544","0","0","0","0","0","0","0","0","0"
"2020-05-01 23:50","10012","3764","0","2942","-3484","10","344","518","192","24","244","0","2546","0","0","0","0","0","0","0","0","0"
"2020-05-01 23:55","9975","3762","0","2894","-3344","10","343","518","193","25","236","0","2546","0","0","0","0","0","0","0","0","0"
"2020-05-02 00:00","9990","3767","0","2965","-3314","10","345","517","191","25","226","0","2546","0","0","0","0","0","0","0","0","0"
"2020-05-02 00:05","9952","3762","0","3107","-3325","10","345","495","188","11","231","0","2534","0","0","0","0","0","0","0","0","0"
"2020-05-02 00:10","9952","3765","0","3213","-3341","9","344","495","187","11","233","0","2533","0","0","0","0","0","0","0","0","0"
"2020-05-02 00:15","9930","3766","0","3257","-3257","10","344","495","185","11","230","0","2532","0","0","0","0","0","0","0","0","0"
