Generation mix (MW)

Hour,Wind,Nuclear,Coal,Combined cycle,Int. exchanges,Solar PV,Solar thermal,Thermal renewable,Diesel engines,Gas turbine,Vapor turbine,Auxiliary generation,Cogeneration and waste,Exportation Andorra,Exportation Morocco,Exportation Portugal,Exportation France,Importation France,Importation Portugal,Importation Morocco,Importation Andorra,Hydro
"2020-11-19 21:00","10930","6761","493","5257","296","10","27","591","323","110","260","0","3951","0","0","0","0","0","0","0","0","0"
"2020-11-19 21:05","10965","6761","490","5542","374","10","27","589","323","109","260","0","3955","0","0","0","0","0","0","0","0","0"
"2020-11-19 21:10","10930","6762","481","5659","432","10","27","589","320","105","260","0","3955","0","0","0","0","0","0","0","0","0"
"2020-11-19 21:15","10932","6762","460","5664","442","10","26","589","322","99","260","0","3954","0","0","0","0","0","0","0","0","0"
"2020-11-19 21:20","10873","6762","446","5557","438","10","26","589","321","90","260","0","3955","0","0","0","0","0","0","0","0","0"
"2020-11-19 21:25","10894","6756","447","5450","450","10","26","589","325","86","261","0","3956","0","0","0","0","0","0","0","0","0"
"2020-11-19 21:30","10984","6762","455","5393","384","10","26","589","323","79","261","0","3956","0","0","0","0","0","0","0","0","0"
"2020-11-19 21:35","11054","6761","458","5387","300","10","27","589","322","79","260","0","3955","0","0","0","0","0","0","0","0","0"
"2020-11-19 21:40","11090","6764","443","5227","253","10","27","589","319","77","260","0","3954","0","0","0","0","0","0","0","0","0"
"2020-11-19 21:45","11121","6765","448","5028","475","10","27","589","318","78","261","0","3953","0","0","0","0","0","0","0","0","0"
"2020-11-19 21:50","11100","6763","447","4870","483","10","27","589","319","76","261","0","3953","0","0","0","0","0","0","0","0","0"
"2020-11-19 21:55","11139","6765","448","4690","406","10","27","589","318","78","261","0","3955","0","0","0","0","0","0","0","0","0"
"2020-11-19 22:00","11179","6762","448","4650","128","10","27","589","317","78","260","0","3954","0","0","0","0","0","0","0","0","0"
"2020-11-19 22:05","11205","6757","464","4929","-882","10","27","591","315","78","259","0","3936","0","0","0","0","0","0","0","0","0"
"2020-11-19 22:10","11263","6761","452","4921","-797","10","27","591","312","76","256","0","3935","0","0","0","0","0","0","0","0","0"
"2020-11-19 22:15","11312","6766","447","4707","-565","10","27","591","310","75","255","0","3936","0","0","0","0","0","0","0","0","0"
"2020-11-19 22:20","11310","6764","446","4725","-565","10","27","591","312","75","253","0","3936","0","0","0","0","0","0","0","0","0"
"2020-11-19 22:25","11305","6761","448","4688","-633","10","27","591","307","62","251","0","3935","0","0","0","0","0","0","0","0","0"
"2020-11-19 22:30","11313","6768","448","4632","-597","10","26","591","308","56","251","0","3934","0","0","0","0","0","0","0","0","0"
"2020-11-19 22:35","11348","6757","445","4547","-932","10","26","591","305","56","251","0","3935","0","0","0","0","0","0","0","0","0"
"2020-11-19 22:40","11400","6765","448","4318","-568","10","27","591","305","56","250","0","3935","0","0","0","0","0","0","0","0","0"
"2020-11-19 22:45","11471","6761","448","4232","-554","10","27","591","302","56","250","0","3934","0","0","0","0","0","0","0","0","0"
"2020-11-19 22:50","11435","6769","447","4080","-838","10","27","591","300","48","250","0","3935","0","0","0","0","0","0","0","0","0"
"2020-11-19 22:55","11429","6765","447","3896","-792","10","27","591","297","42","249","0","3936","0","0","0","0","0","0","0","0","0"
"2020-11-19 23:00","11413","6759","437","4063","-1355","10","27","591","294","41","246","0","3932","0","0","0","0","0","0","0","0","0"
"2020-11-19 23:05","11361","6762","438","4352","-2535","10","27","587","293","39","240","0","3878","0","0","0","0","0","0","0","0","0"
"2020-11-19 23:10","11385","6763","438","4480","-2613","10","27","587","287","34","234","0","3879","0","0","0","0","0","0","0","0","0"
"2020-11-19 23:15","11353","6762","437","4437","-2549","12","27","587","280","34","227","0","3879","0","0","0","0","0","0","0","0","0"
"2020-11-19 23:20","11329","6768","438","4326","-2523","13","27","587","276","35","220","0","3878","0","0","0","0","0","0","0","0","0"
"2020-11-19 23:25","11420","6766","439","4150","-2474","13","27","587","268","35","219","0","3878","0","0","0","0","0","0","0","0","0"
"2020-11-19 23:30","11417","6764","438","4010","-2219","13","27","587","266","21","217","0","3879","0","0","0","0","0","0","0","0","0"
"2020-11-19 23:35","11405","6766","442","4102","-2448","13","26","587","260","22","214","0","3880","0","0","0","0","0","0","0","0","0"
"2020-11-19 23:40","11350","6763","442","4011","-2300","13","26","587","257","22","210","0","3880","0","0","0","0","0","0","0","0","0"
"2020-11-19 23:45","11370","6766","439","3913","-2326","13","27","587","258","21","204","0","3880","0","0","0","0","0","0","0","0","0"
"2020-11-19 23:50","11405","6763","441","3846","-2473","13","27","587","257","22","196","0","3880","0","0","0","0","0","0","0","0","0"
"2020-11-19 23:55","11440","6763","441","3687","-2321","13","27","587","255","21","185","0","3879","0","0","0","0","0","0","0","0","0"
"2020-11-20 00:00","11416","6765","442","3558","-2106","13","26","587","251","22","174","0","3871","0","0","0","0","0","0","0","0","0"
"2020-11-20 00:05","11370","6763","441","3500","-1935","13","24","589","241","20","161","0","3750","0","0","0","0","0","0","0","0","0"
"2020-11-20 00:10","11386","6764","441","3439","-2015","13","22","589","229","13","148","0","3751","0","0","0","0","0","0","0","0","0"
"2020-11-20 00:15","11536","6761","441","3302","-1931","13","21","589","222","2","142","0","3752","0","0","0","0","0","0","0","0","0"
"2020-11-20 00:20","11561","6761","441","3145","-1872","13","20","589","216","0","148","0","3751","0","0","0","0","0","0","0","0","0"
"2020-11-20 00:25","11566","6764","438","3127","-1857","13","18","589","214","0","148","0","3751","0","0","0","0","0","0","0","0","0"
"2020-11-20 00:30","11409","6763","444","3128","-1814","13","16","589","211","0","141","0","3752","0","0","0","0","0","0","0","0","0"
"2020-11-20 00:35","11317","6761","440","3033","-1886","13","14","589","208","0","141","0","3753","0","0","0","0","0","0","0","0","0"
"2020-11-20 00:40","11273","6762","441","2955","-1945","11","13","589","206","0","140","0","3752","0","0","0","0","0","0","0","0","0"
"2020-11-20 00:45","11306","6762","441","2897","-2019","11","11","589","204","0","140","0","3752","0","0","0","0","0","0","0","0","0"
"2020-11-20 00:50","11212","6760","441","2760","-1840","11","11","589","203","0","141","0","3752","0","0","0","0","0","0","0","0","0"
"2020-11-20 00:55","11181","6758","443","2704","-1768","11","10","589","200","0","138","0","3752","0","0","0","0","0","0","0","0","0"
"2020-11-20 01:00","11138","6761","440","2723","-1911","11","11","589","199","0","133","0","3751","0","0","0","0","0","0","0","0","0"
"2020-11-20 01:05","11134","6762","444","2727","-2135","11","11","581","189","0","136","0","3734","0","0","0","0","0","0","0","0","0"
"2020-11-20 01:10","11110","6755","441","2752","-2203","11","10","581","185","0","141","0","3734","0","0","0","0","0","0","0","0","0"
"2020-11-20 01:15","11131","6760","441","2819","-2347","11","10","581","185","0","137","0","3734","0","0","0","0","0","0","0","0","0"
"2020-11-20 01:20","11060","6759","443","2774","-2203","11","10","581","184","0","134","0","3734","0","0","0","0","0","0","0","0","0"
"2020-11-20 01:25","11063","6760","447","2659","-2314","11","10","581","183","0","134","0","3733","0","0","0","0","0","0","0","0","0"
"2020-11-20 01:30","11111","6763","458","2575","-2261","11","10","581","183","0","129","0","3733","0","0","0","0","0","0","0","0","0"
"2020-11-20 01:35","11098","6761","476","2564","-2392","11","10","581","182","0","123","0","3734","0","0","0","0","0","0","0","0","0"
"2020-11-20 01:40","11110","6758","466","2503","-2470","11","10","581","182","0","121","0","3735","0","0","0","0","0","0","0","0","0"
"2020-11-20 01:45","11107","6761","457","2481","-2291","11","10","581","181","0","119","0","3735","0","0","0","0","0","0","0","0","0"
"2020-11-20 01:50","11113","6761","456","2477","-2148","11","10","581","180","0","118","0","3736","0","0","0","0","0","0","0","0","0"
"2020-11-20 01:55","11061","6769","451","2462","-2237","11","10","581","179","0","122","0","3736","0","0","0","0","0","0","0","0","0"
"2020-11-20 02:00","11003","6765","456","2403","-2150","11","10","581","176","0","126","0","3736","0","0","0","0","0","0","0","0","0"
"2020-11-20 02:05","10933","6762","468","2377","-2356","11","11","585","176","0","131","0","3697","0","0","0","0","0","0","0","0","0"
"2020-11-20 02:10","10886","6755","475","2346","-2447","11","11","585","177","0","136","0","3696","0","0","0","0","0","0","0","0","0"
"2020-11-20 02:15","10892","6763","473","2421","-2270","11","10","585","176","0","141","0","3698","0","0","0","0","0","0","0","0","0"
"2020-11-20 02:20","10870","6762","476","2518","-2365","11","11","585","174","0","144","0","3698","0","0","0","0","0","0","0","0","0"
"2020-11-20 02:25","10819","6761","474","2478","-2478","11","10","585","176","0","138","0","3697","0","0","0","0","0","0","0","0","0"
"2020-11-20 02:30","10804","6766","472","2456","-2517","11","10","585","176","0","134","0","3696","0","0","0","0","0","0","0","0","0"
"2020-11-20 02:35","10806","6762","474","2459","-2232","12","10","585","172","0","134","0","3696","0","0","0","0","0","0","0","0","0"
"2020-11-20 02:40","10825","6762","471","2414","-2448","11","10","585","173","0","135","0","3695","0","0","0","0","0","0","0","0","0"
"2020-11-20 02:45","10810","6766","469","2445","-2526","11","10","585","172","0","135","0","3694","0","0","0","0","0","0","0","0","0"
"2020-11-20 02:50","10815","6763","466","2435","-2450","11","10","585","172","0","135","0","3695","0","0","0","0","0","0","0","0","0"
"2020-11-20 02:55","10787","6761","452","2332","-2423","11","10","585","171","0","135","0","3696","0","0","0","0","0","0","0","0","0"
"2020-11-20 03:00","10784","6762","445","2295","-2553","11","10","585","169","0","134","0","3696","0","0","0","0","0","0","0","0","0"
"2020-11-20 03:05","10817","6761","460","2275","-2657","11","10","581","171","0","132","0","3699","0","0","0","0","0","0","0","0","0"
"2020-11-20 03:10","10791","6771","468","2286","-2634","12","10","581","170","0","129","0","3701","0","0","0","0","0","0","0","0","0"
"2020-11-20 03:15","10771","6765","464","2281","-2904","11","10","581","171","0","128","0","3701","0","0","0","0","0","0","0","0","0"
"2020-11-20 03:20","10790","6766","464","2261","-2578","11","11","581","171","0","126","0","3700","0","0","0","0","0","0","0","0","0"
"2020-11-20 03:25","10888","6765","463","2274","-2584","11","10","581","170","0","125","0","3700","0","0","0","0","0","0","0","0","0"
"2020-11-20 03:30","10925","6763","474","2300","-2928","11","10","581","171","0","124","0","3700","0","0","0","0","0","0","0","0","0"
"2020-11-20 03:35","10982","6766","455","2265","-2735","11","10","581","168","0","124","0","3699","0","0","0","0","0","0","0","0","0"
"2020-11-20 03:40","11076","6758","456","2273","-2618","11","11","581","170","0","123","0","3699","0","0","0","0","0","0","0","0","0"
"2020-11-20 03:45","11062","6770","473","2242","-2875","11","10","581","170","0","123","0","3699","0","0","0","0","0","0","0","0","0"
"2020-11-20 03:50","11103","6764","471","2210","-2657","11","10","581","169","0","122","0","3698","0","0","0","0","0","0","0","0","0"
"2020-11-20 03:55","11212","6763","458","2122","-2637","11","10","581","171","0","120","0","3698","0","0","0","0","0","0","0","0","0"
"2020-11-20 04:00","11281","6764","453","2125","-2624","11","10","581","169","0","119","0","3699","0","0","0","0","0","0","0","0","0"
"2020-11-20 04:05","11277","6765","442","2036","-2424","11","10","581","168","0","118","0","3697","0","0","0","0","0","0","0","0","0"
"2020-11-20 04:10","11282","6760","451","2048","-2493","11","10","581","170","0","118","0","3697","0","0","0","0","0","0","0","0","0"
"2020-11-20 04:15","11324","6763","461","2058","-2493","11","10","581","168","0","118","0","3697","0","0","0","0","0","0","0","0","0"
"2020-11-20 04:20","11425","6764","459","2049","-2429","11","11","581","168","0","118","0","3697","0","0","0","0","0","0","0","0","0"
"2020-11-20 04:25","11466","6761","475","2084","-2818","11","10","581","168","0","118","0","3697","0","0","0","0","0","0","0","0","0"
"2020-11-20 04:30","11470","6765","468","2000","-2758","11","10","581","168","0","118","0","3696","0","0","0","0","0","0","0","0","0"
"2020-11-20 04:35","11465","6768","473","2018","-2651","11","10","581","168","0","119","0","3697","0","0","0","0","0","0","0","0","0"
"2020-11-20 04:40","11497","6765","476","2020","-2771","11","11","581","170","0","118","0","3697","0","0","0","0","0","0","0","0","0"
"2020-11-20 04:45","11584","6763","473","2002","-2837","11","10","581","169","0","118","0","3699","0","0","0","0","0","0","0","0","0"
"2020-11-20 04:50","11514","6768","472","2011","-2723","11","10","581","169","0","118","0","3699","0","0","0","0","0","0","0","0","0"
"2020-11-20 04:55","11479","6766","474","2066","-2716","11","10","581","169","0","118","0","3698","0","0","0","0","0","0","0","0","0"
"2020-11-20 05:00","11373","6767","474","2025","-2547","11","10","581","166","0","118","0","3698","0","0","0","0","0","0","0","0","0"
"2020-11-20 05:05","11286","6769","460","2025","-2134","11","10","582","169","0","118","0","3709","0","0","0","0","0","0","0","0","0"
"2020-11-20 05:10","11243","6761","476","2133","-2195","11","10","582","168","0","118","0","3710","0","0","0","0","0","0","0","0","0"
"2020-11-20 05:15","11347","6767","474","2143","-2194","11","10","582","168","0","118","0","3708","0","0","0","0","0","0","0","0","0"
"2020-11-20 05:20","11353","6764","478","2100","-2238","11","11","582","168","0","118","0","3707","0","0","0","0","0","0","0","0","0"
"2020-11-20 05:25","11346","6765","476","2113","-2388","12","10","582","168","0","119","0","3708","0","0","0","0","0","0","0","0","0"
