Generation mix (MW)

Hour,Wind,Nuclear,Coal,Combined cycle,Int. exchanges,Solar PV,Solar thermal,Thermal renewable,Diesel engines,Gas turbine,Vapor turbine,Auxiliary generation,Cogeneration and waste,Exportation Andorra,Exportation Morocco,Exportation Portugal,Exportation France,Importation France,Importation Portugal,Importation Morocco,Importation Andorra,Hydro
"2020-11-27 21:00","4949","7110","595","8420","2386","5","9","582","289","111","221","0","4018","0","0","0","0","0","0","0","0","0"
"2020-11-27 21:05","4888","7105","594","8215","2833","5","9","584","288","109","219","0","4016","0","0","0","0","0","0","0","0","0"
"2020-11-27 21:10","4831","7109","595","8310","3024","5","10","584","290","110","219","0","4018","0","0","0","0","0","0","0","0","0"
"2020-11-27 21:15","4791","7109","596","8305","3140","5","9","584","290","105","220","0","4019","0","0","0","0","0","0","0","0","0"
"2020-11-27 21:20","4791","7104","592","8227","3187","5","9","584","292","101","222","0","4019","0","0","0","0","0","0","0","0","0"
"2020-11-27 21:25","4770","7108","596","8104","3174","5","9","584","291","94","222","0","4019","0","0","0","0","0","0","0","0","0"
"2020-11-27 21:30","4761","7112","595","8003","3022","5","9","584","288","94","223","0","4020","0","0","0","0","0","0","0","0","0"
"2020-11-27 21:35","4737","7107","595","7902","2901","5","10","584","287","94","223","0","4020","0","0","0","0","0","0","0","0","0"
"2020-11-27 21:40","4718","7102","591","7791","3029","5","10","584","287","94","221","0","4018","0","0","0","0","0","0","0","0","0"
"2020-11-27 21:45","4759","7109","592","7712","2976","5","9","584","290","93","220","0","4016","0","0","0","0","0","0","0","0","0"
"2020-11-27 21:50","4705","7105","595","7664","3034","5","10","584","290","87","220","0","4015","0","0","0","0","0","0","0","0","0"
"2020-11-27 21:55","4620","7103","594","7458","2936","5","9","584","291","84","219","0","4015","0","0","0","0","0","0","0","0","0"
"2020-11-27 22:00","4569","7107","594","7637","2653","5","9","584","285","82","219","0","4023","0","0","0","0","0","0","0","0","0"
"2020-11-27 22:05","4555","7108","595","8102","2103","5","8","578","286","77","218","0","3994","0","0","0","0","0","0","0","0","0"
"2020-11-27 22:10","4545","7113","594","8302","2065","5","10","578","287","75","217","0","3995","0","0","0","0","0","0","0","0","0"
"2020-11-27 22:15","4482","7106","592","8330","1887","5","10","578","281","76","212","0","3994","0","0","0","0","0","0","0","0","0"
"2020-11-27 22:20","4539","7109","593","8249","1702","5","9","578","283","73","209","0","3994","0","0","0","0","0","0","0","0","0"
"2020-11-27 22:25","4561","7108","594","7975","1888","5","9","578","278","70","207","0","3995","0","0","0","0","0","0","0","0","0"
"2020-11-27 22:30","4582","7106","594","7713","1812","5","9","578","275","70","205","0","3996","0","0","0","0","0","0","0","0","0"
"2020-11-27 22:35","4566","7108","592","7543","2028","5","9","578","274","70","198","0","3996","0","0","0","0","0","0","0","0","0"
"2020-11-27 22:40","4574","7109","593","7491","1987","5","9","578","271","70","192","0","3996","0","0","0","0","0","0","0","0","0"
"2020-11-27 22:45","4555","7108","593","7186","2129","5","10","578","271","65","191","0","3997","0","0","0","0","0","0","0","0","0"
"2020-11-27 22:50","4479","7109","594","7212","2071","5","10","578","271","58","192","0","3996","0","0","0","0","0","0","0","0","0"
"2020-11-27 22:55","4387","7108","598","7116","2135","5","10","578","269","50","196","0","3988","0","0","0","0","0","0","0","0","0"
"2020-11-27 23:00","4447","7109","603","6995","2118","5","10","578","276","54","195","0","3976","0","0","0","0","0","0","0","0","0"
"2020-11-27 23:05","4434","7113","594","7337","1995","5","10","579","272","52","191","0","3918","0","0","0","0","0","0","0","0","0"
"2020-11-27 23:10","4385","7110","581","7366","1807","5","9","579","269","51","186","0","3924","0","0","0","0","0","0","0","0","0"
"2020-11-27 23:15","4380","7112","576","7207","1904","5","10","579","272","52","183","0","3925","0","0","0","0","0","0","0","0","0"
"2020-11-27 23:20","4309","7107","573","7143","1898","6","10","579","267","52","180","0","3925","0","0","0","0","0","0","0","0","0"
"2020-11-27 23:25","4271","7110","567","7049","1768","6","10","579","269","51","178","0","3924","0","0","0","0","0","0","0","0","0"
"2020-11-27 23:30","4262","7111","567","6864","1845","6","10","579","268","51","175","0","3923","0","0","0","0","0","0","0","0","0"
"2020-11-27 23:35","4259","7110","572","6681","1902","6","10","579","261","51","177","0","3924","0","0","0","0","0","0","0","0","0"
"2020-11-27 23:40","4268","7103","569","6738","2083","6","9","579","264","50","174","0","3927","0","0","0","0","0","0","0","0","0"
"2020-11-27 23:45","4276","7107","570","6563","1877","6","9","579","260","52","169","0","3928","0","0","0","0","0","0","0","0","0"
"2020-11-27 23:50","4294","7112","581","6350","2087","6","9","579","261","50","164","0","3927","0","0","0","0","0","0","0","0","0"
"2020-11-27 23:55","4331","7108","582","6246","1933","6","10","579","257","46","162","0","3928","0","0","0","0","0","0","0","0","0"
"2020-11-28 00:00","4376","7109","583","6027","2101","6","10","579","251","43","162","0","3929","0","0","0","0","0","0","0","0","0"
"2020-11-28 00:05","4497","7101","579","5782","2225","6","9","591","242","42","165","0","3809","0","0","0","0","0","0","0","0","0"
"2020-11-28 00:10","4538","7099","581","5275","2356","6","9","591","241","42","164","0","3808","0","0","0","0","0","0","0","0","0"
"2020-11-28 00:15","4584","7103","597","4907","2235","6","9","591","231","42","165","0","3806","0","0","0","0","0","0","0","0","0"
"2020-11-28 00:20","4630","7099","603","4710","2216","6","9","591","234","41","166","0","3805","0","0","0","0","0","0","0","0","0"
