Generation mix (MW)

Hour,Wind,Nuclear,Coal,Combined cycle,Int. exchanges,Solar PV,Solar thermal,Thermal renewable,Diesel engines,Gas turbine,Vapor turbine,Auxiliary generation,Cogeneration and waste,Exportation Andorra,Exportation Morocco,Exportation Portugal,Exportation France,Importation France,Importation Portugal,Importation Morocco,Importation Andorra,Hydro
"2020-06-10 21:00","2938","5055","981","5452","2664","357","860","576","180","46","136","0","3444","0","0","0","0","0","0","0","0","0"
"2020-06-10 21:05","2923","5054","980","5363","3864","291","813","576","179","47","134","0","3449","0","0","0","0","0","0","0","0","0"
"2020-06-10 21:10","2899","5052","981","5545","3915","224","773","576","181","47","126","0","3448","0","0","0","0","0","0","0","0","0"
"2020-06-10 21:15","2933","5058","979","5681","3943","169","745","576","182","48","120","0","3451","0","0","0","0","0","0","0","0","0"
"2020-06-10 21:20","2918","5058","978","5699","4045","126","723","576","177","48","124","0","3450","0","0","0","0","0","0","0","0","0"
"2020-06-10 21:25","2933","5056","972","5730","4037","92","705","576","175","48","127","0","3451","0","0","0","0","0","0","0","0","0"
"2020-06-10 21:30","2888","5055","965","5710","3938","59","679","576","176","49","130","0","3452","0","0","0","0","0","0","0","0","0"
"2020-06-10 21:35","2795","5057","963","5813","3867","35","665","576","177","48","138","0","3451","0","0","0","0","0","0","0","0","0"
"2020-06-10 21:40","2811","5052","967","5833","3915","23","646","576","181","48","140","0","3451","0","0","0","0","0","0","0","0","0"
"2020-06-10 21:45","2779","5056","959","5817","3946","18","621","576","184","57","143","0","3450","0","0","0","0","0","0","0","0","0"
"2020-06-10 21:50","2731","5062","958","5811","4070","16","609","576","189","60","138","0","3449","0","0","0","0","0","0","0","0","0"
"2020-06-10 21:55","2729","5051","962","5749","3887","16","583","576","189","61","140","0","3449","0","0","0","0","0","0","0","0","0"
"2020-06-10 22:00","2777","5055","960","5747","4031","16","563","576","194","60","141","0","3451","0","0","0","0","0","0","0","0","0"
"2020-06-10 22:05","2838","5052","960","5767","4000","12","554","568","195","59","142","0","3454","0","0","0","0","0","0","0","0","0"
"2020-06-10 22:10","2824","5058","965","5848","4358","11","546","568","200","60","140","0","3452","0","0","0","0","0","0","0","0","0"
"2020-06-10 22:15","2794","5054","966","5856","4320","12","545","568","202","58","147","0","3453","0","0","0","0","0","0","0","0","0"
"2020-06-10 22:20","2791","5056","963","5820","4125","12","542","568","201","56","152","0","3454","0","0","0","0","0","0","0","0","0"
"2020-06-10 22:25","2746","5059","964","5842","3962","12","541","568","206","53","156","0","3454","0","0","0","0","0","0","0","0","0"
"2020-06-10 22:30","2769","5054","961","5666","4053","12","538","568","203","53","157","0","3455","0","0","0","0","0","0","0","0","0"
"2020-06-10 22:35","2770","5057","963","5643","4196","12","532","568","201","54","158","0","3454","0","0","0","0","0","0","0","0","0"
"2020-06-10 22:40","2803","5052","964","5647","4102","12","532","568","199","51","158","0","3453","0","0","0","0","0","0","0","0","0"
"2020-06-10 22:45","2816","5056","961","5561","3999","12","532","568","199","51","160","0","3452","0","0","0","0","0","0","0","0","0"
"2020-06-10 22:50","2844","5053","960","5519","4024","12","529","568","198","51","164","0","3451","0","0","0","0","0","0","0","0","0"
"2020-06-10 22:55","2879","5058","961","5507","3973","12","529","568","197","50","166","0","3451","0","0","0","0","0","0","0","0","0"
"2020-06-10 23:00","2890","5059","961","5555","3741","12","529","568","197","50","166","0","3452","0","0","0","0","0","0","0","0","0"
"2020-06-10 23:05","2902","5054","959","5783","3238","11","532","566","207","37","164","0","3433","0","0","0","0","0","0","0","0","0"
"2020-06-10 23:10","2927","5052","963","5760","3218","12","532","566","203","38","159","0","3434","0","0","0","0","0","0","0","0","0"
"2020-06-10 23:15","2951","5057","963","5724","3042","11","532","566","201","37","157","0","3435","0","0","0","0","0","0","0","0","0"
"2020-06-10 23:20","2926","5053","962","5624","3079","12","531","566","200","37","154","0","3435","0","0","0","0","0","0","0","0","0"
"2020-06-10 23:25","2885","5057","963","5491","3200","11","530","566","196","36","147","0","3433","0","0","0","0","0","0","0","0","0"
"2020-06-10 23:30","2851","5055","958","5471","3210","11","532","566","196","36","142","0","3434","0","0","0","0","0","0","0","0","0"
"2020-06-10 23:35","2827","5053","959","5392","3347","11","533","566","195","24","141","0","3434","0","0","0","0","0","0","0","0","0"
"2020-06-10 23:40","2845","5060","961","5427","3207","11","535","566","196","24","134","0","3434","0","0","0","0","0","0","0","0","0"
"2020-06-10 23:45","2844","5053","961","5471","3138","10","536","566","193","24","128","0","3434","0","0","0","0","0","0","0","0","0"
"2020-06-10 23:50","2842","5051","963","5354","3074","11","536","566","193","24","125","0","3435","0","0","0","0","0","0","0","0","0"
"2020-06-10 23:55","2826","5047","965","5238","3271","10","536","566","191","23","122","0","3436","0","0","0","0","0","0","0","0","0"
"2020-06-11 00:00","2837","5038","964","5172","3354","9","535","566","186","22","119","0","3435","0","0","0","0","0","0","0","0","0"
"2020-06-11 00:05","2876","5032","950","5111","3541","9","536","568","180","22","117","0","3330","0","0","0","0","0","0","0","0","0"
"2020-06-11 00:10","2893","5027","936","5109","3393","9","534","568","175","22","117","0","3330","0","0","0","0","0","0","0","0","0"
"2020-06-11 00:15","2922","5016","940","4821","3614","9","533","568","172","22","120","0","3329","0","0","0","0","0","0","0","0","0"
"2020-06-11 00:20","2955","5004","935","4654","3715","9","533","568","172","22","120","0","3330","0","0","0","0","0","0","0","0","0"
"2020-06-11 00:25","2983","4990","933","4614","3791","9","532","568","172","22","118","0","3330","0","0","0","0","0","0","0","0","0"
"2020-06-11 00:30","2966","4992","929","4649","3662","9","532","568","169","21","119","0","3331","0","0","0","0","0","0","0","0","0"
"2020-06-11 00:35","2976","4977","933","4505","3515","9","534","568","168","21","120","0","3331","0","0","0","0","0","0","0","0","0"
"2020-06-11 00:40","2978","4966","943","4406","3689","9","533","568","168","21","116","0","3331","0","0","0","0","0","0","0","0","0"
"2020-06-11 00:45","3021","4957","926","4371","3748","9","535","568","165","21","115","0","3330","0","0","0","0","0","0","0","0","0"
"2020-06-11 00:50","3105","4950","929","4265","3601","9","534","568","164","20","114","0","3328","0","0","0","0","0","0","0","0","0"
"2020-06-11 00:55","3150","4935","932","4104","3683","9","534","568","160","21","113","0","3327","0","0","0","0","0","0","0","0","0"
"2020-06-11 01:00","3181","4928","933","4147","3322","9","534","568","161","21","113","0","3326","0","0","0","0","0","0","0","0","0"
"2020-06-11 01:05","3187","4915","935","4307","3080","9","534","562","162","20","113","0","3367","0","0","0","0","0","0","0","0","0"
"2020-06-11 01:10","3237","4912","934","4284","3059","9","533","562","161","20","112","0","3368","0","0","0","0","0","0","0","0","0"
"2020-06-11 01:15","3285","4907","933","4108","3133","9","531","562","161","20","111","0","3371","0","0","0","0","0","0","0","0","0"
"2020-06-11 01:20","3342","4901","932","4163","3017","9","531","562","159","20","109","0","3372","0","0","0","0","0","0","0","0","0"
"2020-06-11 01:25","3422","4904","934","4122","3270","9","532","562","158","20","107","0","3372","0","0","0","0","0","0","0","0","0"
"2020-06-11 01:30","3480","4899","934","4073","3029","9","531","562","157","20","105","0","3372","0","0","0","0","0","0","0","0","0"
"2020-06-11 01:35","3549","4888","938","4050","3298","9","533","562","156","20","103","0","3373","0","0","0","0","0","0","0","0","0"
"2020-06-11 01:40","3567","4896","929","4055","3160","9","534","562","158","21","101","0","3372","0","0","0","0","0","0","0","0","0"
"2020-06-11 01:45","3633","4892","927","3958","3205","9","533","562","157","21","98","0","3373","0","0","0","0","0","0","0","0","0"
"2020-06-11 01:50","3676","4900","931","3869","3174","9","532","562","156","21","97","0","3372","0","0","0","0","0","0","0","0","0"
"2020-06-11 01:55","3700","4888","934","3800","3198","9","533","562","154","20","95","0","3372","0","0","0","0","0","0","0","0","0"
"2020-06-11 02:00","3782","4892","923","3811","3021","9","535","562","154","20","93","0","3371","0","0","0","0","0","0","0","0","0"
"2020-06-11 02:05","3771","4880","905","3922","2518","9","535","562","153","21","91","0","3327","0","0","0","0","0","0","0","0","0"
