Generation mix (MW)

Hour,Wind,Nuclear,Coal,Combined cycle,Int. exchanges,Solar PV,Solar thermal,Thermal renewable,Diesel engines,Gas turbine,Vapor turbine,Auxiliary generation,Cogeneration and waste,Exportation Andorra,Exportation Morocco,Exportation Portugal,Exportation France,Importation France,Importation Portugal,Importation Morocco,Importation Andorra,Hydro
"2020-07-04 21:00","5628","7003","441","6142","608","597","1290","528","217","46","146","0","3196","0","0","0","0","0","0","0","0","0"
"2020-07-04 21:05","5662","7002","441","5790","1196","480","1233","521","218","51","148","0","3217","0","0","0","0","0","0","0","0","0"
"2020-07-04 21:10","5677","7019","440","5787","1146","372","1170","521","202","54","152","0","3217","0","0","0","0","0","0","0","0","0"
"2020-07-04 21:15","5663","7012","440","5930","1124","273","1123","521","200","56","159","0","3215","0","0","0","0","0","0","0","0","0"
"2020-07-04 21:20","5707","7012","439","5884","1053","192","1074","521","200","57","156","0","3218","0","0","0","0","0","0","0","0","0"
"2020-07-04 21:25","5723","7010","441","5964","1155","134","1042","521","202","56","156","0","3220","0","0","0","0","0","0","0","0","0"
"2020-07-04 21:30","5729","7009","440","6058","1101","95","1001","521","204","56","160","0","3219","0","0","0","0","0","0","0","0","0"
"2020-07-04 21:35","5750","7009","439","6134","1039","65","958","521","207","58","164","0","3218","0","0","0","0","0","0","0","0","0"
"2020-07-04 21:40","5795","7014","439","6181","904","47","928","521","208","57","165","0","3218","0","0","0","0","0","0","0","0","0"
"2020-07-04 21:45","5810","7016","439","6169","1029","35","897","521","212","57","172","0","3219","0","0","0","0","0","0","0","0","0"
"2020-07-04 21:50","5877","7014","438","6204","847","33","873","521","214","70","180","0","3219","0","0","0","0","0","0","0","0","0"
"2020-07-04 21:55","5895","7012","440","6200","1036","32","839","521","217","70","179","0","3218","0","0","0","0","0","0","0","0","0"
"2020-07-04 22:00","6044","7010","442","6105","1343","29","795","510","221","75","178","0","3197","0","0","0","0","0","0","0","0","0"
