Generation mix (MW)

Hour,Wind,Nuclear,Coal,Combined cycle,Int. exchanges,Solar PV,Solar thermal,Thermal renewable,Diesel engines,Gas turbine,Vapor turbine,Auxiliary generation,Cogeneration and waste,Exportation Andorra,Exportation Morocco,Exportation Portugal,Exportation France,Importation France,Importation Portugal,Importation Morocco,Importation Andorra,Hydro
"2020-02-07 21:00","4115","7099","1985","6372","4756","6","1","518","338","190","283","0","3913","0","0","0","0","0","0","0","0","0"
"2020-02-07 21:05","4092","7098","1971","6512","4476","6","1","517","335","189","283","0","3907","0","0","0","0","0","0","0","0","0"
"2020-02-07 21:10","4097","7098","1954","6561","4519","6","1","517","336","184","283","0","3906","0","0","0","0","0","0","0","0","0"
"2020-02-07 21:15","4092","7100","1937","6463","4678","6","1","517","336","184","283","0","3907","0","0","0","0","0","0","0","0","0"
"2020-02-07 21:20","4088","7099","1922","6390","4678","6","1","517","332","179","284","0","3909","0","0","0","0","0","0","0","0","0"
"2020-02-07 21:25","4046","7098","1911","6328","4678","5","1","517","331","179","284","0","3908","0","0","0","0","0","0","0","0","0"
"2020-02-07 21:30","3997","7102","1911","6202","4825","6","1","517","328","179","284","0","3907","0","0","0","0","0","0","0","0","0"
"2020-02-07 21:35","3968","7105","1910","6160","4581","6","1","517","330","178","284","0","3908","0","0","0","0","0","0","0","0","0"
"2020-02-07 21:40","3969","7101","1908","6019","4654","6","1","517","325","179","284","0","3907","0","0","0","0","0","0","0","0","0"
"2020-02-07 21:45","3945","7105","1906","5957","4550","6","1","517","328","174","284","0","3908","0","0","0","0","0","0","0","0","0"
"2020-02-07 21:50","3956","7103","1910","5834","4599","5","1","517","326","173","285","0","3909","0","0","0","0","0","0","0","0","0"
"2020-02-07 21:55","3996","7101","1907","5679","4599","5","1","517","323","169","284","0","3909","0","0","0","0","0","0","0","0","0"
"2020-02-07 22:00","3989","7103","1889","5703","4152","5","1","517","321","162","284","0","3909","0","0","0","0","0","0","0","0","0"
"2020-02-07 22:05","4065","7097","1861","5968","3654","6","1","506","320","157","284","0","3919","0","0","0","0","0","0","0","0","0"
