Generation mix (MW)

Hour,Wind,Nuclear,Coal,Combined cycle,Int. exchanges,Solar PV,Solar thermal,Thermal renewable,Diesel engines,Gas turbine,Vapor turbine,Auxiliary generation,Cogeneration and waste,Exportation Andorra,Exportation Morocco,Exportation Portugal,Exportation France,Importation France,Importation Portugal,Importation Morocco,Importation Andorra,Hydro
"2020-10-12 21:00","6174","6066","543","4967","630","13","596","609","308","65","273","0","3405","0","0","0","0","0","0","0","0","0"
"2020-10-12 21:05","6239","6065","541","4499","1629","12","597","629","308","65","269","0","3446","0","0","0","0","0","0","0","0","0"
"2020-10-12 21:10","6319","6067","540","4219","1894","12","597","629","307","70","265","0","3444","0","0","0","0","0","0","0","0","0"
"2020-10-12 21:15","6493","6065","535","4141","1999","13","593","629","310","66","269","0","3443","0","0","0","0","0","0","0","0","0"
"2020-10-12 21:20","6587","6065","536","4105","2019","13","594","629","307","65","270","0","3443","0","0","0","0","0","0","0","0","0"
"2020-10-12 21:25","6647","6066","535","4121","1764","12","595","629","306","66","270","0","3444","0","0","0","0","0","0","0","0","0"
"2020-10-12 21:30","6663","6068","535","4097","1797","13","595","629","306","66","273","0","3444","0","0","0","0","0","0","0","0","0"
"2020-10-12 21:35","6662","6067","535","3994","1788","12","595","629","303","66","275","0","3445","0","0","0","0","0","0","0","0","0"
"2020-10-12 21:40","6680","6069","540","3985","1860","13","593","629","303","65","277","0","3446","0","0","0","0","0","0","0","0","0"
"2020-10-12 21:45","6633","6069","537","3902","1913","12","588","629","303","64","277","0","3447","0","0","0","0","0","0","0","0","0"
"2020-10-12 21:50","6560","6068","539","3909","2053","13","584","629","304","65","275","0","3447","0","0","0","0","0","0","0","0","0"
"2020-10-12 21:55","6505","6063","538","3928","2057","12","571","629","301","62","272","0","3446","0","0","0","0","0","0","0","0","0"
"2020-10-12 22:00","6422","6067","539","3951","2023","13","567","621","303","64","268","0","3432","0","0","0","0","0","0","0","0","0"
"2020-10-12 22:05","6434","6071","539","4009","1819","12","566","630","303","54","263","0","3452","0","0","0","0","0","0","0","0","0"
"2020-10-12 22:10","6459","6065","539","4248","1862","12","565","630","300","47","257","0","3451","0","0","0","0","0","0","0","0","0"
"2020-10-12 22:15","6507","6065","537","4328","1878","12","566","630","295","42","251","0","3450","0","0","0","0","0","0","0","0","0"
"2020-10-12 22:20","6537","6070","538","4182","1870","12","565","630","293","35","252","0","3450","0","0","0","0","0","0","0","0","0"
