Generation mix (MW)

Hour,Wind,Nuclear,Coal,Combined cycle,Int. exchanges,Solar PV,Solar thermal,Thermal renewable,Diesel engines,Gas turbine,Vapor turbine,Auxiliary generation,Cogeneration and waste,Exportation Andorra,Exportation Morocco,Exportation Portugal,Exportation France,Importation France,Importation Portugal,Importation Morocco,Importation Andorra,Hydro
"2020-10-15 21:00","8483","6073","588","5793","1273","21","481","621","284","150","274","9","3766","0","0","0","0","0","0","0","0","0"
"2020-10-15 21:05","8448","6071","594","5800","1475","21","473","632","286","146","274","9","3805","0","0","0","0","0","0","0","0","0"
"2020-10-15 21:10","8375","6070","600","5854","1414","21","455","632","285","144","274","9","3805","0","0","0","0","0","0","0","0","0"
"2020-10-15 21:15","8484","6073","588","5680","1520","21","442","632","288","146","274","9","3805","0","0","0","0","0","0","0","0","0"
"2020-10-15 21:20","8491","6072","589","5660","1591","21","441","632","290","130","274","9","3806","0","0","0","0","0","0","0","0","0"
"2020-10-15 21:25","8474","6071","588","5573","1499","21","442","632","287","133","274","9","3805","0","0","0","0","0","0","0","0","0"
"2020-10-15 21:30","8466","6069","589","5500","1553","21","443","632","296","122","274","9","3805","0","0","0","0","0","0","0","0","0"
"2020-10-15 21:35","8429","6069","594","5447","1427","21","439","632","298","123","274","9","3804","0","0","0","0","0","0","0","0","0"
"2020-10-15 21:40","8432","6074","589","5354","1536","21","435","632","298","123","274","9","3804","0","0","0","0","0","0","0","0","0"
"2020-10-15 21:45","8461","6075","589","5239","1342","21","430","632","299","122","274","9","3804","0","0","0","0","0","0","0","0","0"
"2020-10-15 21:50","8484","6069","589","5183","1693","21","420","632","304","119","274","9","3805","0","0","0","0","0","0","0","0","0"
"2020-10-15 21:55","8484","6074","586","5082","1677","21","413","632","309","119","274","9","3806","0","0","0","0","0","0","0","0","0"
"2020-10-15 22:00","8372","6070","589","5222","807","19","413","617","310","123","274","9","3772","0","0","0","0","0","0","0","0","0"
"2020-10-15 22:05","8312","6067","585","5505","-56","19","415","626","308","116","274","9","3792","0","0","0","0","0","0","0","0","0"
