Generation mix (MW)

Hour,Wind,Nuclear,Coal,Combined cycle,Int. exchanges,Solar PV,Solar thermal,Thermal renewable,Diesel engines,Gas turbine,Vapor turbine,Auxiliary generation,Cogeneration and waste,Exportation Andorra,Exportation Morocco,Exportation Portugal,Exportation France,Importation France,Importation Portugal,Importation Morocco,Importation Andorra,Hydro
"2020-02-10 21:00","8603","6862","1479","4138","2745","9","159","508","346","203","285","0","3748","0","0","0","0","0","0","0","0","0"
"2020-02-10 21:05","8618","6822","1483","4126","2770","9","149","508","344","203","285","0","3745","0","0","0","0","0","0","0","0","0"
"2020-02-10 21:10","8636","6752","1481","4154","2689","8","122","508","344","203","285","0","3743","0","0","0","0","0","0","0","0","0"
"2020-02-10 21:15","8632","6712","1479","4138","3004","8","114","508","344","204","285","0","3744","0","0","0","0","0","0","0","0","0"
"2020-02-10 21:20","8646","6659","1470","4130","2986","9","80","508","344","206","285","0","3743","0","0","0","0","0","0","0","0","0"
"2020-02-10 21:25","8598","6642","1486","4100","2780","9","77","508","343","204","285","0","3743","0","0","0","0","0","0","0","0","0"
"2020-02-10 21:30","8580","6637","1481","4022","2893","9","71","508","342","202","285","0","3744","0","0","0","0","0","0","0","0","0"
"2020-02-10 21:35","8578","6628","1483","4043","2839","9","59","508","340","200","285","0","3744","0","0","0","0","0","0","0","0","0"
"2020-02-10 21:40","8577","6623","1473","4124","2652","9","54","508","338","204","285","0","3744","0","0","0","0","0","0","0","0","0"
"2020-02-10 21:45","8559","6625","1481","4132","2804","6","40","508","337","201","285","0","3743","0","0","0","0","0","0","0","0","0"
"2020-02-10 21:50","8521","6619","1472","4034","2779","6","34","508","334","197","285","0","3744","0","0","0","0","0","0","0","0","0"
"2020-02-10 21:55","8550","6617","1474","3924","2703","6","35","508","332","194","285","0","3744","0","0","0","0","0","0","0","0","0"
"2020-02-10 22:00","8556","6614","1473","4011","2307","6","32","508","328","194","285","0","3741","0","0","0","0","0","0","0","0","0"
"2020-02-10 22:05","8521","6613","1476","4350","1914","6","29","514","329","188","285","0","3711","0","0","0","0","0","0","0","0","0"
"2020-02-10 22:10","8499","6608","1480","4506","1632","6","22","514","328","176","285","0","3711","0","0","0","0","0","0","0","0","0"
"2020-02-10 22:15","8446","6613","1469","4428","1839","6","22","514","327","176","285","0","3712","0","0","0","0","0","0","0","0","0"
"2020-02-10 22:20","8427","6613","1473","4372","1639","6","22","514","326","171","285","0","3712","0","0","0","0","0","0","0","0","0"
"2020-02-10 22:25","8403","6613","1509","4283","1560","6","17","514","319","166","285","0","3713","0","0","0","0","0","0","0","0","0"
"2020-02-10 22:30","8397","6611","1522","4216","1452","6","17","514","321","157","285","0","3713","0","0","0","0","0","0","0","0","0"
"2020-02-10 22:35","8404","6608","1520","4062","1707","6","17","514","320","149","285","0","3713","0","0","0","0","0","0","0","0","0"
"2020-02-10 22:40","8390","6608","1515","3846","1726","6","17","514","318","146","285","0","3713","0","0","0","0","0","0","0","0","0"
"2020-02-10 22:45","8379","6605","1519","3609","1692","6","17","514","315","147","284","0","3714","0","0","0","0","0","0","0","0","0"
"2020-02-10 22:50","8389","6603","1530","3525","1778","6","17","514","315","130","285","0","3714","0","0","0","0","0","0","0","0","0"
"2020-02-10 22:55","8365","6599","1538","3539","1632","6","16","514","312","126","285","0","3716","0","0","0","0","0","0","0","0","0"
"2020-02-10 23:00","8355","6600","1547","3723","1077","6","16","514","308","127","284","0","3714","0","0","0","0","0","0","0","0","0"
"2020-02-10 23:05","8361","6598","1575","4124","70","6","16","509","302","127","284","0","3694","0","0","0","0","0","0","0","0","0"
"2020-02-10 23:10","8293","6597","1591","4564","-343","6","16","509","321","91","284","0","3693","0","0","0","0","0","0","0","0","0"
"2020-02-10 23:15","8278","6596","1586","4389","-17","6","14","509","321","88","283","0","3693","0","0","0","0","0","0","0","0","0"
"2020-02-10 23:20","8285","6590","1565","4205","-90","7","13","509","313","89","283","0","3692","0","0","0","0","0","0","0","0","0"
"2020-02-10 23:25","8305","6597","1574","4030","-153","7","12","509","312","88","284","0","3692","0","0","0","0","0","0","0","0","0"
"2020-02-10 23:30","8296","6608","1587","3917","-81","7","12","509","308","86","284","0","3691","0","0","0","0","0","0","0","0","0"
"2020-02-10 23:35","8338","6611","1587","3734","-172","7","10","509","304","75","278","0","3691","0","0","0","0","0","0","0","0","0"
"2020-02-10 23:40","8263","6612","1599","3493","36","7","9","509","302","70","270","0","3693","0","0","0","0","0","0","0","0","0"
"2020-02-10 23:45","8269","6608","1596","3330","60","7","7","509","296","60","263","0","3695","0","0","0","0","0","0","0","0","0"
"2020-02-10 23:50","8320","6611","1591","3312","-22","6","5","509","294","56","255","0","3695","0","0","0","0","0","0","0","0","0"
"2020-02-10 23:55","8343","6610","1594","3240","67","7","1","509","293","56","247","0","3695","0","0","0","0","0","0","0","0","0"
"2020-02-11 00:00","8373","6610","1578","3183","-32","7","1","509","289","55","241","0","3695","0","0","0","0","0","0","0","0","0"
"2020-02-11 00:05","8342","6605","1570","3579","144","7","1","513","286","56","237","0","3591","0","0","0","0","0","0","0","0","0"
"2020-02-11 00:10","8368","6607","1565","4024","-340","7","1","513","283","38","233","0","3591","0","0","0","0","0","0","0","0","0"
"2020-02-11 00:15","8431","6611","1578","3763","23","7","1","513","284","32","230","0","3591","0","0","0","0","0","0","0","0","0"
"2020-02-11 00:20","8422","6608","1563","3687","-53","7","1","513","278","26","230","0","3589","0","0","0","0","0","0","0","0","0"
"2020-02-11 00:25","8399","6608","1572","3430","-18","7","1","513","277","26","225","0","3589","0","0","0","0","0","0","0","0","0"
"2020-02-11 00:30","8336","6609","1568","3391","67","6","1","513","273","25","219","0","3588","0","0","0","0","0","0","0","0","0"
"2020-02-11 00:35","8307","6608","1572","3389","7","7","1","513","272","25","213","0","3587","0","0","0","0","0","0","0","0","0"
"2020-02-11 00:40","8291","6605","1561","3317","20","7","1","513","269","25","206","0","3587","0","0","0","0","0","0","0","0","0"
"2020-02-11 00:45","8202","6612","1575","3212","235","7","1","513","268","25","200","0","3588","0","0","0","0","0","0","0","0","0"
"2020-02-11 00:50","8170","6608","1568","3179","102","7","1","513","266","26","196","0","3588","0","0","0","0","0","0","0","0","0"
"2020-02-11 00:55","8065","6604","1565","3110","300","7","1","513","262","25","191","0","3588","0","0","0","0","0","0","0","0","0"
"2020-02-11 01:00","8093","6614","1556","3387","-90","7","1","513","262","17","191","0","3588","0","0","0","0","0","0","0","0","0"
"2020-02-11 01:05","8069","6616","1547","3758","-636","7","1","513","260","10","194","0","3582","0","0","0","0","0","0","0","0","0"
"2020-02-11 01:10","8025","6618","1536","3652","-780","7","1","513","257","10","194","0","3582","0","0","0","0","0","0","0","0","0"
"2020-02-11 01:15","7948","6611","1537","3680","-844","7","1","513","253","10","194","0","3582","0","0","0","0","0","0","0","0","0"
"2020-02-11 01:20","7933","6608","1537","3632","-693","7","1","513","248","10","194","0","3583","0","0","0","0","0","0","0","0","0"
"2020-02-11 01:25","7894","6611","1533","3596","-663","7","1","513","251","10","195","0","3582","0","0","0","0","0","0","0","0","0"
"2020-02-11 01:30","7890","6601","1534","3473","-752","7","1","513","247","10","195","0","3582","0","0","0","0","0","0","0","0","0"
"2020-02-11 01:35","7831","6613","1541","3244","-650","7","1","513","247","10","195","0","3582","0","0","0","0","0","0","0","0","0"
"2020-02-11 01:40","7740","6610","1535","3164","-618","7","1","513","247","10","194","0","3584","0","0","0","0","0","0","0","0","0"
"2020-02-11 01:45","7695","6610","1537","3180","-509","7","1","513","246","10","194","0","3583","0","0","0","0","0","0","0","0","0"
"2020-02-11 01:50","7686","6616","1531","3134","-494","7","1","513","243","10","193","0","3584","0","0","0","0","0","0","0","0","0"
"2020-02-11 01:55","7693","6625","1535","3129","-658","7","1","513","245","10","193","0","3583","0","0","0","0","0","0","0","0","0"
"2020-02-11 02:00","7660","6630","1542","3020","-628","7","1","513","243","10","192","0","3582","0","0","0","0","0","0","0","0","0"
"2020-02-11 02:05","7596","6625","1531","3439","-699","7","1","512","239","10","190","0","3569","0","0","0","0","0","0","0","0","0"
"2020-02-11 02:10","7598","6641","1535","3476","-823","7","1","512","239","10","190","0","3568","0","0","0","0","0","0","0","0","0"
"2020-02-11 02:15","7615","6639","1531","3478","-738","7","1","512","234","10","190","0","3569","0","0","0","0","0","0","0","0","0"
"2020-02-11 02:20","7619","6644","1514","3404","-757","7","1","512","235","10","190","0","3571","0","0","0","0","0","0","0","0","0"
"2020-02-11 02:25","7575","6651","1498","3279","-776","7","1","512","235","10","187","0","3572","0","0","0","0","0","0","0","0","0"
"2020-02-11 02:30","7577","6652","1482","3331","-730","7","1","512","232","10","180","0","3573","0","0","0","0","0","0","0","0","0"
"2020-02-11 02:35","7560","6646","1483","3387","-657","7","1","512","231","10","173","0","3573","0","0","0","0","0","0","0","0","0"
"2020-02-11 02:40","7626","6663","1492","3430","-824","7","1","512","230","10","164","0","3573","0","0","0","0","0","0","0","0","0"
"2020-02-11 02:45","7612","6664","1491","3227","-808","7","1","512","228","10","157","0","3573","0","0","0","0","0","0","0","0","0"
"2020-02-11 02:50","7536","6672","1487","3394","-741","7","1","512","227","10","161","0","3573","0","0","0","0","0","0","0","0","0"
"2020-02-11 02:55","7500","6676","1486","3315","-685","7","1","512","226","10","164","0","3573","0","0","0","0","0","0","0","0","0"
