value,datetime,Wind,Nuclear,Coal,Int. exchanges,Solar PV,Hydro,day_period,weekday_type,season
153.69,2023-04-13 07:00:00,9534,7008,302,-1852,69,1643,Morning,Weekday,Spring
140.55,2023-04-13 08:00:00,9425,7013,342,-1171,368,2234,Morning,Weekday,Spring
103.27,2023-04-13 09:00:00,8458,7011,379,-2638,4746,2013,Morning,Weekday,Spring
97.15,2023-04-13 10:00:00,8723,7018,425,-4789,10866,1316,Morning,Weekday,Spring
96.28,2023-04-13 11:00:00,8218,6902,470,-3847,12275,541,Morning,Weekday,Spring
49.85,2023-04-13 12:00:00,9016,6888,471,-4376,12601,515,Afternoon,Weekday,Spring
49.56,2023-04-13 13:00:00,9281,6882,458,-4622,12504,389,Afternoon,Weekday,Spring
49.58,2023-04-13 14:00:00,9386,6892,455,-4842,12430,343,Afternoon,Weekday,Spring
54.82,2023-04-13 15:00:00,9440,6883,461,-4992,11837,391,Afternoon,Weekday,Spring
98.81,2023-04-13 16:00:00,9881,6883,430,-4809,11552,322,Afternoon,Weekday,Spring
124.97,2023-04-13 17:00:00,10582,6887,361,-4609,10394,379,Afternoon,Weekday,Spring
208.23,2023-04-13 18:00:00,11358,6892,367,-4765,9651,511,Evening,Weekday,Spring
233.64,2023-04-13 19:00:00,13219,6911,350,-4501,6521,772,Evening,Weekday,Spring
169.83,2023-04-13 20:00:00,14921,6936,308,-4054,2173,1338,Evening,Weekday,Spring
170.11,2023-04-13 21:00:00,13355,6968,305,-2908,62,2161,Evening,Weekday,Spring
131.4,2023-04-13 22:00:00,12040,7000,266,-2599,41,2384,Evening,Weekday,Spring
129.15,2023-04-13 23:00:00,11468,7002,266,-2745,33,2144,Evening,Weekday,Spring
130.03,2023-04-14 00:00:00,10550,6999,272,-2833,33,1886,Night,Weekday,Spring
125.75,2023-04-14 01:00:00,10147,7004,269,-2906,33,1683,Night,Weekday,Spring
122.27,2023-04-14 02:00:00,9898,7001,284,-2928,33,1365,Night,Weekday,Spring
115.37,2023-04-14 03:00:00,10161,7007,270,-2899,33,1404,Night,Weekday,Spring
112.44,2023-04-14 04:00:00,10183,7017,262,-3013,32,1483,Night,Weekday,Spring
114.33,2023-04-14 05:00:00,11094,7009,258,-3212,33,1408,Night,Weekday,Spring
141.28,2023-04-14 06:00:00,11873,7010,260,-2706,32,1218,Morning,Weekday,Spring
102.04,2023-04-14 07:00:00,12257,7006,270,-1807,33,1494,Morning,Weekday,Spring
122.34,2023-04-14 08:00:00,12724,7004,301,-1641,376,1652,Morning,Weekday,Spring
99.43,2023-04-14 09:00:00,12807,7012,324,-3061,4359,1973,Morning,Weekday,Spring
100.14,2023-04-14 10:00:00,12840,7005,370,-4759,9260,1065,Morning,Weekday,Spring
96.51,2023-04-14 11:00:00,12559,7010,384,-5008,10746,863,Morning,Weekday,Spring
48.37,2023-04-14 12:00:00,11456,7012,431,-4597,11309,714,Afternoon,Weekday,Spring
48.7,2023-04-14 13:00:00,11015,7012,420,-4993,12346,564,Afternoon,Weekday,Spring
49.12,2023-04-14 14:00:00,11558,7006,406,-5072,11618,419,Afternoon,Weekday,Spring
51.9,2023-04-14 15:00:00,10676,7003,366,-4447,11350,587,Afternoon,Weekday,Spring
102.08,2023-04-14 16:00:00,10360,6993,358,-4191,10986,421,Afternoon,Weekday,Spring
128.74,2023-04-14 17:00:00,11374,6995,336,-4621,10015,574,Afternoon,Weekday,Spring
178.48,2023-04-14 18:00:00,12844,6993,288,-4626,8967,865,Evening,Weekday,Spring
188.07,2023-04-14 19:00:00,16339,6988,259,-4821,6004,815,Evening,Weekday,Spring
136.2,2023-04-14 20:00:00,18226,6984,277,-4799,2099,1104,Evening,Weekday,Spring
102.36,2023-04-14 21:00:00,16093,6983,256,-3975,81,2013,Evening,Weekday,Spring
67.04,2023-04-14 22:00:00,15196,6989,256,-4098,62,2679,Evening,Weekday,Spring
66.51,2023-04-14 23:00:00,14363,6985,256,-4365,62,1750,Evening,Weekday,Spring
65.9,2023-04-15 00:00:00,14409,6979,258,-4531,20,1059,Night,Weekend,Spring
68.51,2023-04-15 01:00:00,14136,6983,264,-4934,19,971,Night,Weekend,Spring
68.39,2023-04-15 02:00:00,13773,6985,273,-5312,19,946,Night,Weekend,Spring
69.28,2023-04-15 03:00:00,12796,6991,259,-5077,19,1001,Night,Weekend,Spring
70.11,2023-04-15 04:00:00,12126,6989,278,-4959,18,997,Night,Weekend,Spring
71.95,2023-04-15 05:00:00,12153,6990,265,-5204,19,934,Night,Weekend,Spring
67.54,2023-04-15 06:00:00,12070,6991,266,-4851,19,881,Morning,Weekend,Spring
73.19,2023-04-15 07:00:00,12160,6990,255,-4470,18,1022,Morning,Weekend,Spring
33.05,2023-04-15 08:00:00,12081,7002,263,-4208,414,1051,Morning,Weekend,Spring
27.7,2023-04-15 09:00:00,11146,6991,260,-5248,5488,1217,Morning,Weekend,Spring
26.02,2023-04-15 10:00:00,9489,6994,299,-5677,10328,1236,Morning,Weekend,Spring
25.76,2023-04-15 11:00:00,8463,6885,328,-6096,11901,989,Morning,Weekend,Spring
26.42,2023-04-15 12:00:00,8191,6865,343,-6150,12348,941,Afternoon,Weekend,Spring
25.05,2023-04-15 13:00:00,8150,6869,352,-6406,12832,829,Afternoon,Weekend,Spring
25.1,2023-04-15 14:00:00,8402,6863,353,-6518,12957,689,Afternoon,Weekend,Spring
27.28,2023-04-15 15:00:00,7987,6862,348,-6182,12539,492,Afternoon,Weekend,Spring
31.12,2023-04-15 16:00:00,7561,6835,307,-5940,11581,536,Afternoon,Weekend,Spring
46.18,2023-04-15 17:00:00,7904,6865,262,-5946,10705,508,Afternoon,Weekend,Spring
64.5,2023-04-15 18:00:00,8687,6862,251,-5894,9902,648,Evening,Weekend,Spring
70.62,2023-04-15 19:00:00,10063,6890,265,-6071,7716,975,Evening,Weekend,Spring
67.6,2023-04-15 20:00:00,14244,6924,285,-6089,2581,972,Evening,Weekend,Spring
65.17,2023-04-15 21:00:00,13915,6947,251,-4739,49,1471,Evening,Weekend,Spring
59.59,2023-04-15 22:00:00,13489,6981,251,-4545,25,1673,Evening,Weekend,Spring
58.5,2023-04-15 23:00:00,12177,6989,251,-5104,25,1637,Evening,Weekend,Spring
58.5,2023-04-16 00:00:00,11729,6981,250,-5394,24,1153,Night,Weekend,Spring
61.66,2023-04-16 01:00:00,10952,6984,251,-5331,24,1022,Night,Weekend,Spring
54.09,2023-04-16 02:00:00,10831,6985,251,-5447,24,805,Night,Weekend,Spring
59.29,2023-04-16 03:00:00,10446,6988,252,-5551,24,766,Night,Weekend,Spring
60.47,2023-04-16 04:00:00,9935,6991,255,-4854,24,670,Night,Weekend,Spring
62.32,2023-04-16 05:00:00,9346,6990,251,-4875,24,901,Night,Weekend,Spring
60.25,2023-04-16 06:00:00,9083,6989,251,-4688,24,963,Morning,Weekend,Spring
41.71,2023-04-16 07:00:00,8879,6995,251,-4375,24,968,Morning,Weekend,Spring
34.41,2023-04-16 08:00:00,8432,6990,250,-4534,514,1059,Morning,Weekend,Spring
29.73,2023-04-16 09:00:00,7813,6994,252,-4075,5635,702,Morning,Weekend,Spring
29.78,2023-04-16 10:00:00,5119,6994,251,-4050,10456,570,Morning,Weekend,Spring
29.48,2023-04-16 11:00:00,4395,6994,262,-4034,11117,846,Morning,Weekend,Spring
29.21,2023-04-16 12:00:00,4296,6994,306,-3647,11247,591,Afternoon,Weekend,Spring
30.46,2023-04-16 13:00:00,4107,6991,305,-3622,11446,487,Afternoon,Weekend,Spring
31.35,2023-04-16 14:00:00,4380,6992,306,-4032,11671,553,Afternoon,Weekend,Spring
31.73,2023-04-16 15:00:00,4354,6987,251,-4479,11488,461,Afternoon,Weekend,Spring
32.47,2023-04-16 16:00:00,4167,6980,251,-5395,11295,528,Afternoon,Weekend,Spring
53.2,2023-04-16 17:00:00,4301,6836,250,-5163,10722,593,Afternoon,Weekend,Spring
112.87,2023-04-16 18:00:00,4909,6683,251,-5519,10218,647,Evening,Weekend,Spring
170.18,2023-04-16 19:00:00,7033,6530,251,-5952,8750,751,Evening,Weekend,Spring
152.24,2023-04-16 20:00:00,9213,6414,251,-5333,2970,1388,Evening,Weekend,Spring
86.65,2023-04-16 21:00:00,9684,6303,257,-4021,118,1883,Evening,Weekend,Spring
126.64,2023-04-16 22:00:00,9797,6196,251,-3441,20,2446,Evening,Weekend,Spring
124.21,2023-04-16 23:00:00,10123,6121,251,-3109,18,1663,Evening,Weekend,Spring
96.2,2023-04-17 00:00:00,10141,6026,251,-3965,16,1731,Night,Weekday,Spring
86.59,2023-04-17 01:00:00,10024,6022,251,-3659,16,863,Night,Weekday,Spring
86.35,2023-04-17 02:00:00,9834,6024,251,-3425,16,666,Night,Weekday,Spring
96.13,2023-04-17 03:00:00,9561,6029,251,-3365,16,727,Night,Weekday,Spring
123.76,2023-04-17 04:00:00,9225,6025,252,-3180,15,742,Night,Weekday,Spring
150.54,2023-04-17 05:00:00,9014,6029,251,-3249,15,1210,Night,Weekday,Spring
169.06,2023-04-17 06:00:00,8875,6042,251,-2625,15,1371,Morning,Weekday,Spring
142.49,2023-04-17 07:00:00,8550,6029,251,-1421,16,2193,Morning,Weekday,Spring
141.89,2023-04-17 08:00:00,8349,6033,286,-652,535,2493,Morning,Weekday,Spring
141.28,2023-04-17 09:00:00,7969,6036,339,-1906,6359,1434,Morning,Weekday,Spring
140.7,2023-04-17 10:00:00,6646,6039,394,-3802,12143,806,Morning,Weekday,Spring
139.66,2023-04-17 11:00:00,6131,6030,433,-4505,13357,1055,Morning,Weekday,Spring
89.67,2023-04-17 12:00:00,6233,6027,415,-4732,14351,850,Afternoon,Weekday,Spring
78.64,2023-04-17 13:00:00,5707,6033,401,-4591,14718,772,Afternoon,Weekday,Spring
78.79,2023-04-17 14:00:00,5494,6032,371,-4389,14585,698,Afternoon,Weekday,Spring
81.44,2023-04-17 15:00:00,6071,6030,361,-4447,14164,438,Afternoon,Weekday,Spring
143.47,2023-04-17 16:00:00,5581,6019,354,-4272,14059,565,Afternoon,Weekday,Spring
194.02,2023-04-17 17:00:00,6344,6023,299,-4289,12965,598,Afternoon,Weekday,Spring
237.28,2023-04-17 18:00:00,7518,6023,271,-4347,11863,736,Evening,Weekday,Spring
247.96,2023-04-17 19:00:00,9391,6021,270,-4180,8727,1175,Evening,Weekday,Spring
170.05,2023-04-17 20:00:00,10505,6018,260,-4157,2881,1717,Evening,Weekday,Spring
152.57,2023-04-17 21:00:00,11247,6014,260,-3025,56,3238,Evening,Weekday,Spring
149.81,2023-04-17 22:00:00,12482,6022,261,-3160,29,2326,Evening,Weekday,Spring
124.11,2023-04-17 23:00:00,12876,6023,260,-4359,26,1557,Evening,Weekday,Spring
117.82,2023-04-18 00:00:00,12959,6018,261,-4693,26,1394,Night,Weekday,Spring
119.77,2023-04-18 01:00:00,12839,6019,280,-4452,26,996,Night,Weekday,Spring
119.77,2023-04-18 02:00:00,11954,6019,261,-4620,25,876,Night,Weekday,Spring
148.75,2023-04-18 03:00:00,11215,6018,261,-4038,19,1096,Night,Weekday,Spring
142.46,2023-04-18 04:00:00,10673,6021,263,-3456,19,964,Night,Weekday,Spring
163.46,2023-04-18 05:00:00,9885,6021,262,-2850,20,1001,Night,Weekday,Spring
192.11,2023-04-18 06:00:00,9746,6021,274,-2222,19,1390,Morning,Weekday,Spring
172.3,2023-04-18 07:00:00,9604,6021,341,-1081,20,1763,Morning,Weekday,Spring
181.16,2023-04-18 08:00:00,9026,6029,354,-281,620,2075,Morning,Weekday,Spring
184.43,2023-04-18 09:00:00,7496,6032,454,-1464,6119,1453,Morning,Weekday,Spring
186.21,2023-04-18 10:00:00,6770,6028,501,-3021,11776,1042,Morning,Weekday,Spring
188.13,2023-04-18 11:00:00,5971,6027,506,-4121,13197,928,Morning,Weekday,Spring
142.88,2023-04-18 12:00:00,5193,6020,506,-3997,14280,840,Afternoon,Weekday,Spring
140.0,2023-04-18 13:00:00,4682,6030,504,-3754,14765,958,Afternoon,Weekday,Spring
140.28,2023-04-18 14:00:00,4583,6028,483,-3453,14800,803,Afternoon,Weekday,Spring
153.27,2023-04-18 15:00:00,4189,6023,481,-3432,14580,661,Afternoon,Weekday,Spring
191.61,2023-04-18 16:00:00,4252,6020,459,-3025,14315,689,Afternoon,Weekday,Spring
235.49,2023-04-18 17:00:00,4628,6021,402,-3125,13760,924,Afternoon,Weekday,Spring
251.42,2023-04-18 18:00:00,5613,6020,356,-3312,12428,851,Evening,Weekday,Spring
256.12,2023-04-18 19:00:00,6732,6025,301,-3824,9212,1231,Evening,Weekday,Spring
199.41,2023-04-18 20:00:00,7805,6022,280,-3315,3000,2024,Evening,Weekday,Spring
180.33,2023-04-18 21:00:00,8343,6025,261,-1784,56,3276,Evening,Weekday,Spring
172.53,2023-04-18 22:00:00,8813,6026,267,-721,24,2444,Evening,Weekday,Spring
161.13,2023-04-18 23:00:00,8918,6023,262,-2282,14,2215,Evening,Weekday,Spring
149.41,2023-04-19 00:00:00,8855,6023,256,-2584,12,1342,Night,Weekday,Spring
150.67,2023-04-19 01:00:00,8941,6026,256,-1314,12,928,Night,Weekday,Spring
150.78,2023-04-19 02:00:00,8793,6024,256,-1984,10,870,Night,Weekday,Spring
149.72,2023-04-19 03:00:00,8537,6028,256,-2049,8,854,Night,Weekday,Spring
174.72,2023-04-19 04:00:00,7622,6019,256,-1774,8,877,Night,Weekday,Spring
183.07,2023-04-19 05:00:00,7327,6025,256,-1459,8,898,Night,Weekday,Spring
213.94,2023-04-19 06:00:00,6777,6025,267,-699,8,968,Morning,Weekday,Spring
200.3,2023-04-19 07:00:00,6111,6022,331,-52,8,1357,Morning,Weekday,Spring
221.8,2023-04-19 08:00:00,5823,6024,386,-177,602,2077,Morning,Weekday,Spring
208.94,2023-04-19 09:00:00,4860,6030,426,-1261,5541,1748,Morning,Weekday,Spring
205.01,2023-04-19 10:00:00,4475,6026,490,-4706,11239,1223,Morning,Weekday,Spring
199.11,2023-04-19 11:00:00,4458,6021,519,-4203,12999,941,Morning,Weekday,Spring
155.52,2023-04-19 12:00:00,4424,6020,509,-3920,14141,867,Afternoon,Weekday,Spring
155.66,2023-04-19 13:00:00,4103,6018,508,-3252,14492,591,Afternoon,Weekday,Spring
156.41,2023-04-19 14:00:00,3990,6015,509,-2855,14581,478,Afternoon,Weekday,Spring
159.98,2023-04-19 15:00:00,3659,6010,510,-3245,14311,637,Afternoon,Weekday,Spring
219.15,2023-04-19 16:00:00,3672,6012,509,-3130,13616,699,Afternoon,Weekday,Spring
236.59,2023-04-19 17:00:00,3768,6014,509,-2971,12549,652,Afternoon,Weekday,Spring
249.93,2023-04-19 18:00:00,3983,6007,470,-2325,11270,755,Evening,Weekday,Spring
261.02,2023-04-19 19:00:00,3783,6011,372,-2253,8131,904,Evening,Weekday,Spring
206.8,2023-04-19 20:00:00,3638,6014,371,-416,3014,1691,Evening,Weekday,Spring
197.73,2023-04-19 21:00:00,3658,6008,309,2082,118,2983,Evening,Weekday,Spring
171.11,2023-04-19 22:00:00,3676,6022,309,1730,84,2887,Evening,Weekday,Spring
167.53,2023-04-19 23:00:00,3768,6014,310,388,82,2595,Evening,Weekday,Spring
170.71,2023-04-20 00:00:00,3808,6021,308,-13,82,1757,Night,Weekday,Spring
172.6,2023-04-20 01:00:00,3884,6021,286,-273,80,1113,Night,Weekday,Spring
174.64,2023-04-20 02:00:00,3669,6022,262,-368,80,1005,Night,Weekday,Spring
175.67,2023-04-20 03:00:00,3416,6022,263,-132,80,901,Night,Weekday,Spring
174.22,2023-04-20 04:00:00,3020,6026,281,-40,80,971,Night,Weekday,Spring
191.01,2023-04-20 05:00:00,2809,6031,300,199,80,1085,Night,Weekday,Spring
218.94,2023-04-20 06:00:00,2583,6036,365,36,78,1337,Morning,Weekday,Spring
198.38,2023-04-20 07:00:00,2482,6026,437,331,78,2284,Morning,Weekday,Spring
214.61,2023-04-20 08:00:00,2459,6031,485,165,746,2481,Morning,Weekday,Spring
198.25,2023-04-20 09:00:00,2012,6033,639,-2180,6296,2164,Morning,Weekday,Spring
189.24,2023-04-20 10:00:00,1513,6026,705,-3623,11632,1204,Morning,Weekday,Spring
182.58,2023-04-20 11:00:00,1293,6030,764,-4347,13406,851,Morning,Weekday,Spring
113.14,2023-04-20 12:00:00,1362,6018,770,-3482,13936,1001,Afternoon,Weekday,Spring
110.36,2023-04-20 13:00:00,1856,6012,701,-3519,14019,901,Afternoon,Weekday,Spring
110.15,2023-04-20 14:00:00,3070,5998,625,-3159,13946,523,Afternoon,Weekday,Spring
112.88,2023-04-20 15:00:00,3615,6003,480,-3499,14061,561,Afternoon,Weekday,Spring
185.94,2023-04-20 16:00:00,4129,5991,479,-4216,13731,677,Afternoon,Weekday,Spring
236.25,2023-04-20 17:00:00,4914,5993,434,-4269,13022,684,Afternoon,Weekday,Spring
264.87,2023-04-20 18:00:00,4914,5989,397,-3859,11452,641,Evening,Weekday,Spring
261.82,2023-04-20 19:00:00,4686,5997,342,-3027,8356,874,Evening,Weekday,Spring
207.57,2023-04-20 20:00:00,4161,5991,342,-2664,3419,2059,Evening,Weekday,Spring
203.18,2023-04-20 21:00:00,3611,5992,337,-507,99,3869,Evening,Weekday,Spring
166.42,2023-04-20 22:00:00,3501,5999,337,636,60,3035,Evening,Weekday,Spring
155.76,2023-04-20 23:00:00,3415,6006,278,-836,54,2672,Evening,Weekday,Spring
162.93,2023-04-21 00:00:00,3451,6006,261,-421,55,1836,Night,Weekday,Spring
166.75,2023-04-21 01:00:00,3114,6005,261,-423,54,1876,Night,Weekday,Spring
160.98,2023-04-21 02:00:00,3090,6009,261,-641,54,1681,Night,Weekday,Spring
160.65,2023-04-21 03:00:00,3102,6006,261,-208,54,1072,Night,Weekday,Spring
173.17,2023-04-21 04:00:00,2901,6014,261,178,53,1033,Night,Weekday,Spring
187.69,2023-04-21 05:00:00,2558,6008,273,-182,52,1110,Night,Weekday,Spring
220.55,2023-04-21 06:00:00,2571,6010,334,-403,52,1727,Morning,Weekday,Spring
184.29,2023-04-21 07:00:00,2719,6013,399,-880,53,2729,Morning,Weekday,Spring
239.7,2023-04-21 08:00:00,2655,6017,425,-959,721,3300,Morning,Weekday,Spring
219.02,2023-04-21 09:00:00,2185,6017,512,-2239,5559,2540,Morning,Weekday,Spring
206.11,2023-04-21 10:00:00,1802,6014,518,-3420,10064,2048,Morning,Weekday,Spring
159.59,2023-04-21 11:00:00,2270,6014,518,-3538,11823,1297,Morning,Weekday,Spring
96.9,2023-04-21 12:00:00,3750,6015,519,-3105,12399,1217,Afternoon,Weekday,Spring
84.05,2023-04-21 13:00:00,6097,6009,522,-4086,12948,760,Afternoon,Weekday,Spring
80.08,2023-04-21 14:00:00,7194,6002,516,-3402,12539,734,Afternoon,Weekday,Spring
86.79,2023-04-21 15:00:00,8352,5997,508,-4789,12565,568,Afternoon,Weekday,Spring
154.89,2023-04-21 16:00:00,9849,6000,507,-4798,11101,661,Afternoon,Weekday,Spring
208.41,2023-04-21 17:00:00,10370,5999,510,-5043,9977,690,Afternoon,Weekday,Spring
250.52,2023-04-21 18:00:00,12632,5992,510,-5251,7623,734,Evening,Weekday,Spring
250.92,2023-04-21 19:00:00,12986,5994,459,-5233,4654,696,Evening,Weekday,Spring
207.87,2023-04-21 20:00:00,11212,5998,407,-4485,1248,1761,Evening,Weekday,Spring
196.33,2023-04-21 21:00:00,10108,6004,402,-2688,57,2564,Evening,Weekday,Spring
169.52,2023-04-21 22:00:00,9309,6009,306,-2559,41,3089,Evening,Weekday,Spring
147.81,2023-04-21 23:00:00,9764,6004,305,-2943,39,1840,Evening,Weekday,Spring
150.62,2023-04-22 00:00:00,8908,6003,284,-1876,39,1408,Night,Weekend,Spring
139.65,2023-04-22 01:00:00,7997,5998,256,-1349,39,1271,Night,Weekend,Spring
139.79,2023-04-22 02:00:00,7421,6005,256,-1522,39,1211,Night,Weekend,Spring
144.87,2023-04-22 03:00:00,6876,6003,256,-1109,35,1120,Night,Weekend,Spring
147.22,2023-04-22 04:00:00,6570,6006,265,-404,35,1005,Night,Weekend,Spring
152.93,2023-04-22 05:00:00,6116,5998,266,-312,35,1059,Night,Weekend,Spring
153.8,2023-04-22 06:00:00,6010,6007,266,-749,36,1020,Morning,Weekend,Spring
148.86,2023-04-22 07:00:00,6082,6009,266,-706,36,1265,Morning,Weekend,Spring
117.07,2023-04-22 08:00:00,6306,5999,265,-688,290,1373,Morning,Weekend,Spring
106.1,2023-04-22 09:00:00,5889,6010,265,-728,2488,1627,Morning,Weekend,Spring
84.02,2023-04-22 10:00:00,5475,6008,300,-2264,5529,1758,Morning,Weekend,Spring
64.74,2023-04-22 11:00:00,5339,6009,308,-3074,8214,1279,Morning,Weekend,Spring
51.03,2023-04-22 12:00:00,5455,6012,308,-3909,9461,1000,Afternoon,Weekend,Spring
39.35,2023-04-22 13:00:00,5698,6007,260,-3570,10941,534,Afternoon,Weekend,Spring
33.43,2023-04-22 14:00:00,5947,6003,260,-2362,11455,565,Afternoon,Weekend,Spring
35.3,2023-04-22 15:00:00,5634,6002,265,-2511,11681,390,Afternoon,Weekend,Spring
67.0,2023-04-22 16:00:00,5462,6002,264,-3647,11830,389,Afternoon,Weekend,Spring
129.26,2023-04-22 17:00:00,5569,6005,264,-4338,10678,846,Afternoon,Weekend,Spring
173.67,2023-04-22 18:00:00,6564,6006,313,-4450,10336,806,Evening,Weekend,Spring
171.88,2023-04-22 19:00:00,6843,6007,286,-4267,8020,1084,Evening,Weekend,Spring
164.23,2023-04-22 20:00:00,6890,6004,280,-3009,3268,1711,Evening,Weekend,Spring
143.55,2023-04-22 21:00:00,6550,6001,275,-602,109,2663,Evening,Weekend,Spring
156.17,2023-04-22 22:00:00,7020,6010,265,317,18,2678,Evening,Weekend,Spring
146.21,2023-04-22 23:00:00,7906,6003,265,-789,15,2164,Evening,Weekend,Spring
145.17,2023-04-23 00:00:00,8260,6005,276,-1550,15,1520,Night,Weekend,Spring
139.64,2023-04-23 01:00:00,8885,6002,275,-2483,9,1042,Night,Weekend,Spring
136.76,2023-04-23 02:00:00,9087,6005,257,-3291,8,968,Night,Weekend,Spring
125.75,2023-04-23 03:00:00,9326,6006,256,-3441,9,873,Night,Weekend,Spring
123.09,2023-04-23 04:00:00,9140,6009,256,-3478,8,871,Night,Weekend,Spring
110.89,2023-04-23 05:00:00,8712,6018,257,-3254,9,861,Night,Weekend,Spring
95.19,2023-04-23 06:00:00,8531,6018,258,-3129,8,846,Morning,Weekend,Spring
49.6,2023-04-23 07:00:00,8530,6017,255,-3155,8,934,Morning,Weekend,Spring
35.82,2023-04-23 08:00:00,8788,6016,257,-3309,1018,756,Morning,Weekend,Spring
33.69,2023-04-23 09:00:00,8189,6024,256,-3419,6651,557,Morning,Weekend,Spring
35.46,2023-04-23 10:00:00,6051,5911,250,-4652,11085,482,Morning,Weekend,Spring
35.0,2023-04-23 11:00:00,5057,5902,300,-4089,11451,644,Morning,Weekend,Spring
32.96,2023-04-23 12:00:00,5210,5886,307,-4268,11703,449,Afternoon,Weekend,Spring
30.22,2023-04-23 13:00:00,5366,5889,307,-4263,11527,503,Afternoon,Weekend,Spring
30.02,2023-04-23 14:00:00,5713,5882,302,-4107,11332,417,Afternoon,Weekend,Spring
29.41,2023-04-23 15:00:00,5901,5886,256,-4380,10695,370,Afternoon,Weekend,Spring
38.08,2023-04-23 16:00:00,5602,5880,256,-4696,10412,401,Afternoon,Weekend,Spring
48.17,2023-04-23 17:00:00,5997,5880,256,-4454,9664,400,Afternoon,Weekend,Spring
129.09,2023-04-23 18:00:00,6625,5905,256,-4038,9166,490,Evening,Weekend,Spring
167.5,2023-04-23 19:00:00,8943,5935,256,-4259,7409,523,Evening,Weekend,Spring
162.61,2023-04-23 20:00:00,11183,5966,256,-4306,2973,844,Evening,Weekend,Spring
152.4,2023-04-23 21:00:00,9155,5992,257,-2661,93,1892,Evening,Weekend,Spring
133.7,2023-04-23 22:00:00,8244,5996,256,-1179,40,1980,Evening,Weekend,Spring
137.59,2023-04-23 23:00:00,7663,5991,256,-829,36,1784,Evening,Weekend,Spring
138.93,2023-04-24 00:00:00,6696,6004,256,-823,36,1478,Night,Weekday,Spring
142.01,2023-04-24 01:00:00,5782,6002,256,-618,36,1060,Night,Weekday,Spring
151.12,2023-04-24 02:00:00,5352,6001,256,-323,36,1014,Night,Weekday,Spring
153.55,2023-04-24 03:00:00,4997,6000,256,12,36,889,Night,Weekday,Spring
161.36,2023-04-24 04:00:00,4556,6008,256,-230,36,1026,Night,Weekday,Spring
179.49,2023-04-24 05:00:00,4467,6000,256,-51,35,983,Night,Weekday,Spring
206.9,2023-04-24 06:00:00,3963,6009,256,96,35,1352,Morning,Weekday,Spring
192.14,2023-04-24 07:00:00,3615,6008,287,729,36,1884,Morning,Weekday,Spring
198.55,2023-04-24 08:00:00,3408,6013,326,509,976,2263,Morning,Weekday,Spring
181.98,2023-04-24 09:00:00,3081,6012,366,-1753,6932,1705,Morning,Weekday,Spring
170.29,2023-04-24 10:00:00,2949,6014,400,-3463,11992,1423,Morning,Weekday,Spring
162.98,2023-04-24 11:00:00,3246,6010,430,-5001,13662,812,Morning,Weekday,Spring
116.75,2023-04-24 12:00:00,3729,6002,485,-4401,14647,754,Afternoon,Weekday,Spring
78.33,2023-04-24 13:00:00,4457,5995,506,-4267,14897,750,Afternoon,Weekday,Spring
78.52,2023-04-24 14:00:00,5174,6000,461,-4675,14865,684,Afternoon,Weekday,Spring
108.1,2023-04-24 15:00:00,5662,5996,422,-4337,14796,519,Afternoon,Weekday,Spring
170.93,2023-04-24 16:00:00,6331,5991,403,-4721,14157,597,Afternoon,Weekday,Spring
196.2,2023-04-24 17:00:00,6881,5989,352,-4628,13392,629,Afternoon,Weekday,Spring
251.81,2023-04-24 18:00:00,7242,5985,320,-4608,11937,594,Evening,Weekday,Spring
254.78,2023-04-24 19:00:00,6432,5985,258,-3567,8590,929,Evening,Weekday,Spring
